alpha,delta,factor,time,minus_delta,total_record
0.9,0.1,0.675,600000,954.3201586,2358.952219
0.9,0.1,0.675,600000,906.1534457,2325.521523
0.9,0.1,0.675,800000,1032.607012,2741.612795
0.9,0.1,0.675,800000,1016.540737,2621.572119
0.9,0.1,0.675,800000,1050.185681,2761.267784
0.9,0.1,0.675,800000,1005.229267,2498.981676
0.9,0.1,0.675,800000,1066.338647,2738.021948
0.9,0.2,0.5,100000,691.3215056,2210.166465
0.9,0.2,0.5,100000,686.4850579,2103.949497
0.9,0.2,0.5,100000,687.2913689,2150.497854
0.9,0.2,0.5,100000,652.8372121,2055.536265
0.9,0.2,0.5,100000,705.7709443,2250.582682
0.9,0.2,0.5,200000,1072.199246,3691.82362
0.9,0.2,0.5,200000,1063.422963,3727.692281
0.9,0.2,0.5,200000,1103.533938,3618.254883
0.9,0.2,0.5,200000,1079.958101,3571.127732
0.9,0.2,0.5,200000,1075.671964,3721.071133
0.9,0.2,0.5,400000,1688.51689,6307.298054
0.9,0.2,0.5,400000,1711.183343,6268.522719
0.9,0.2,0.5,400000,1729.056081,6296.922277
0.9,0.2,0.5,400000,1700.568951,6075.474887
0.9,0.2,0.5,400000,1739.586384,6510.772174
0.9,0.2,0.5,600000,2266.465658,8627.583752
0.9,0.2,0.5,600000,2240.799932,8551.074254
0.9,0.2,0.5,600000,2225.724815,8384.698642
0.9,0.2,0.5,600000,2206.410318,8475.751813
0.9,0.2,0.5,600000,2209.085261,8597.332272
0.9,0.2,0.5,800000,2598.599658,10830.37894
0.9,0.2,0.5,800000,2652.677359,10735.17015
0.9,0.2,0.5,800000,2679.681844,10825.43729
0.9,0.2,0.5,800000,2651.391366,10723.09255
0.9,0.2,0.5,800000,2609.439811,10575.3151
0.9,0.2,0.75,100000,77.93246191,384.8609069
0.9,0.2,0.75,100000,67.88684022,427.8947424
0.9,0.2,0.75,100000,63.33663456,483.9687768
0.9,0.2,0.75,100000,67.85350365,387.9844028
0.9,0.2,0.75,100000,66.38805472,420.0306626
0.9,0.2,0.75,200000,103.2770132,676.2197614
0.9,0.2,0.75,200000,89.92642115,700.0207273
0.9,0.2,0.75,200000,97.0161648,642.7933079
0.9,0.2,0.75,200000,102.9747799,596.6879818
0.9,0.2,0.75,200000,98.96007194,664.685092
0.9,0.2,0.75,400000,148.6411216,1036.033975
0.9,0.2,0.75,400000,136.0134782,930.7453858
0.9,0.2,0.75,400000,129.1750751,899.3773602
0.9,0.2,0.75,400000,121.3411609,897.5616257
0.9,0.2,0.75,400000,133.5746545,956.2431956
0.9,0.2,0.75,600000,163.4920158,1236.874075
0.9,0.2,0.75,600000,167.4655154,1145.97444
0.9,0.2,0.75,600000,161.7441061,1372.95235
0.9,0.2,0.75,600000,175.8405596,1198.86563
0.9,0.2,0.75,600000,179.4740346,1233.059153
0.9,0.2,0.75,800000,202.618951,1569.811123
0.9,0.2,0.75,800000,186.4360508,1541.73281
0.9,0.2,0.75,800000,173.8336973,1624.304612
0.9,0.2,0.75,800000,182.8474852,1687.641672
0.9,0.2,0.75,800000,178.2062427,1485.313974
0.9,0.2,0.675,100000,176.1759306,702.6755684
0.9,0.2,0.675,100000,188.4288693,729.1151542
0.9,0.2,0.675,100000,191.9125248,731.8545308
0.9,0.2,0.675,100000,183.2511356,737.0248567
0.9,0.2,0.675,100000,166.8981982,730.7872259
0.9,0.2,0.675,200000,270.7736132,1118.008053
0.9,0.2,0.675,200000,259.8816221,1161.516925
0.9,0.2,0.675,200000,260.0589292,1123.029882
0.9,0.2,0.675,200000,241.4395389,1206.183582
0.9,0.2,0.675,200000,253.7163864,1195.676496
0.9,0.2,0.675,400000,360.288444,1774.724702
0.9,0.2,0.675,400000,369.8199638,1696.801667
0.9,0.2,0.675,400000,352.6557643,1663.597768
0.9,0.2,0.675,400000,378.444345,1798.441055
0.9,0.2,0.675,400000,367.4032128,1750.062837
0.9,0.2,0.675,600000,466.8460499,2381.086492
0.9,0.2,0.675,600000,441.866157,2180.76308
0.9,0.2,0.675,600000,448.659589,2227.239017
0.9,0.2,0.675,600000,439.0878626,2181.257793
0.9,0.2,0.675,600000,436.2341454,2262.519804
0.9,0.2,0.675,800000,493.4422393,2693.674881
0.9,0.2,0.675,800000,508.3372683,2770.512114
0.9,0.2,0.675,800000,551.2182929,2804.118442
0.9,0.2,0.675,800000,494.8007309,2600.788462
0.9,0.2,0.675,800000,499.9234071,2760.602415
0.9,0.05,0.5,100000,1659.282113,2204.075291
0.9,0.05,0.5,100000,1641.526043,2201.523392
0.9,0.05,0.5,100000,1588.697223,2132.930028
0.9,0.05,0.5,100000,1621.784301,2155.842212
0.9,0.05,0.5,100000,1606.562614,2121.979085
0.9,0.05,0.5,200000,2622.461645,3619.70746
0.9,0.05,0.5,200000,2677.245848,3655.228844
0.9,0.05,0.5,200000,2728.459958,3745.432011
0.9,0.05,0.5,200000,2716.728216,3704.733103
0.9,0.05,0.5,200000,2682.264812,3671.39516
0.9,0.05,0.5,400000,4353.026769,6117.659389
0.9,0.05,0.5,400000,4454.546598,6227.247579
0.9,0.05,0.5,400000,4546.857884,6335.337374
0.9,0.05,0.5,400000,4372.61842,6136.542297
0.9,0.05,0.5,400000,4374.574123,6089.137584
0.9,0.05,0.5,600000,6087.488617,8626.721367
0.9,0.05,0.5,600000,6065.827973,8621.742929
0.9,0.05,0.5,600000,5986.895785,8530.377751
0.9,0.05,0.5,600000,5926.117072,8375.853996
0.9,0.05,0.5,600000,5939.233634,8456.158958
0.9,0.05,0.5,800000,7419.3076,10826.07874
0.9,0.05,0.5,800000,7333.200538,10732.24028
0.9,0.05,0.5,800000,7480.821245,10786.25585
0.9,0.05,0.5,800000,7339.617376,10591.55677
0.9,0.05,0.5,800000,7369.57066,10660.25343
0.9,0.05,0.75,100000,212.1991928,403.6765308
0.9,0.05,0.75,100000,205.1920146,429.4849025
0.9,0.05,0.75,100000,229.7215029,455.9972968
0.9,0.05,0.75,100000,229.2897451,450.2495924
0.9,0.05,0.75,100000,231.6907335,433.0269841
0.9,0.05,0.75,200000,259.325243,591.5999423
0.9,0.05,0.75,200000,327.3797961,677.4955146
0.9,0.05,0.75,200000,302.4790651,657.45981
0.9,0.05,0.75,200000,319.9809011,617.2014642
0.9,0.05,0.75,200000,313.7827318,680.2741422
0.9,0.05,0.75,400000,383.3771135,983.3229276
0.9,0.05,0.75,400000,405.8262892,951.4388759
0.9,0.05,0.75,400000,386.8425982,902.1097747
0.9,0.05,0.75,400000,377.9539663,917.5713713
0.9,0.05,0.75,400000,396.7832321,952.6720235
0.9,0.05,0.75,600000,490.1522932,1259.854078
0.9,0.05,0.75,600000,460.3310651,1098.576873
0.9,0.05,0.75,600000,454.2167045,1196.624936
0.9,0.05,0.75,600000,490.9572962,1174.145878
0.9,0.05,0.75,600000,515.0458373,1181.427907
0.9,0.05,0.75,800000,591.6751837,1383.344147
0.9,0.05,0.75,800000,500.6507754,1351.721845
0.9,0.05,0.75,800000,533.187406,1379.540328
0.9,0.05,0.75,800000,541.7021052,1372.662392
0.9,0.05,0.75,800000,511.4415365,1401.386222
0.9,0.05,0.675,100000,506.0050784,770.1734499
0.9,0.05,0.675,100000,448.3937763,692.2029765
0.9,0.05,0.675,100000,477.8255321,726.4116704
0.9,0.05,0.675,100000,503.5045091,774.325701
0.9,0.05,0.675,100000,444.776675,649.7387424
0.9,0.05,0.675,200000,725.5571006,1092.664792
0.9,0.05,0.675,200000,683.4642044,1074.477823
0.9,0.05,0.675,200000,720.4953058,1131.367238
0.9,0.05,0.675,200000,750.2946865,1176.391849
0.9,0.05,0.675,200000,715.8060239,1161.098338
0.9,0.05,0.675,400000,1019.592413,1700.490847
0.9,0.05,0.675,400000,1142.826618,1792.625804
0.9,0.05,0.675,400000,1093.030095,1796.40398
0.9,0.05,0.675,400000,1073.997946,1699.995429
0.9,0.05,0.675,400000,1059.644646,1763.139733
0.9,0.05,0.675,600000,1343.306246,2270.391138
0.9,0.05,0.675,600000,1261.773183,2096.474444
0.9,0.05,0.675,600000,1308.703885,2134.276225
0.9,0.05,0.675,600000,1405.662959,2415.011519
0.9,0.05,0.675,600000,1270.467427,2159.304556
0.9,0.05,0.675,800000,1512.065002,2597.988994
0.9,0.05,0.675,800000,1564.069544,2627.490633
0.9,0.05,0.675,800000,1634.403783,2777.147072
0.9,0.05,0.675,800000,1577.811378,2693.044535
0.9,0.05,0.675,800000,1539.572541,2664.933113
